Currency units per SDR for January 2001
Currency	January 02, 2001	January 03, 2001	January 04, 2001	January 05, 2001	January 08, 2001	January 09, 2001	January 10, 2001	January 11, 2001	January 12, 2001	January 15, 2001	January 16, 2001
Indian Rupee	61.117600	61.426200	61.290300	61.297400	61.170300	60.909100	60.810200	61.027300	60.962600	60.525000	60.508900
Indonesian Rupiah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iranian Rial	NA	NA	NA	NA	NA	NA	NA	2,286.680000	2,286.420000	2,292.150000	2,292.150000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kuwaiti Dinar	0.399351	0.400808	0.400261	NA	0.399382	0.398311	0.398403	0.399655	NA	0.397763	0.397657
Libyan Dinar	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999
Malaysian Ringgit	4.974230	4.998280	4.982960	4.983530	4.978520	4.960440	4.957710	4.973270	4.970130	4.942930	4.941610
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	97.259200	NA	NA	NA	97.343500	96.989400	96.935900	NA	97.178900	96.647300	96.231600
New Zealand Dollar	NA	2.945870	2.986680	2.928330	2.891180	2.895380	2.919030	2.934750	2.900390	2.932640	2.927900
Norwegian Krone	11.539000	11.475700	11.467300	11.391600	11.447300	11.454800	11.373500	11.269300	11.215800	11.328700	11.340700
Rial Omani	0.503314	0.505745	0.504195	0.504256	0.503748	0.501920	0.501640	0.503216	0.502899	0.500148	0.500013
Pakistani Rupee	NA	NA	NA	NA	NA	NA	NA	NA	76.945000	NA	NA
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	4.764790	4.787800	4.773130	4.773700	4.768900	4.751590	4.748950	4.763860	4.760860	4.734800	4.733550
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	4.902230	4.925910	4.910820	4.911400	4.906460	4.888660	4.885940	4.901290	4.898190	4.871400	4.870090
Singapore Dollar	2.271130	2.279210	2.268550	2.276030	2.266150	2.257660	2.262150	2.270030	2.268210	2.257490	2.257540
South African Rand	9.907170	9.840680	9.859020	9.864070	9.932760	10.027300	10.308800	10.308400	10.249600	10.256000	10.171300
Sri Lanka Rupee	104.838000	105.279000	105.061000	105.100000	105.007000	NA	104.803000	105.158000	106.124000	NA	105.515000
Swedish Krona	12.334100	12.354300	12.388500	12.255600	12.253100	12.322800	12.381200	12.318600	12.118000	12.165500	12.292300
Swiss Franc	NA	2.095850	2.111060	2.100300	2.109060	2.116280	2.112630	2.105910	2.114270	2.129750	2.123590
Thai Baht	NA	57.410200	56.581200	56.959300	NA	NA	NA	NA	56.899000	56.586100	NA
Trinidad And Tobago Dollar	8.221320	8.265690	8.221450	8.219430	8.211120	8.166870	8.167400	8.203240	8.211600	8.174340	8.148370
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.807320	4.830570	4.815750	4.816330	4.811490	4.794000	4.791360	4.806400	4.803370	4.777080	4.775820
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for January 2001 Continued

Currency	January 17, 2001	January 18, 2001	January 19, 2001	January 22, 2001	January 23, 2001	January 24, 2001	January 25, 2001	January 26, 2001	January 29, 2001	January 30, 2001	January 31, 2001
Chinese Yuan	10.757100	10.757600	10.769400	10.737100	10.778400	10.725000	10.663300	10.727200	10.694400	10.690200	10.743200
Euro	1.383280	1.382170	1.384280	1.396160	1.384030	1.393930	1.408330	1.404170	1.405210	1.404040	1.396520
Japanese Yen	152.133000	154.676000	152.828000	151.299000	152.329000	151.446000	151.604000	151.476000	151.994000	150.630000	150.738000
U.K. Pound Sterling	0.882371	0.882893	0.882963	0.888565	0.885018	0.883829	0.888802	0.885332	0.886745	0.885238	0.886769
U.S. Dollar	1.299730	1.299800	1.301220	1.297030	1.301960	1.295520	1.288050	1.295770	1.291810	1.291300	1.297790
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	2.342270	2.341550	2.316570	2.328190	2.338280	2.342700	2.368620	NA	2.375080	2.381160	2.374290
Bahrain Dinar	0.488696	0.488723	0.489258	0.487684	0.489536	0.487113	0.484308	0.487211	0.485720	0.485529	0.487969
Botswana Pula	7.110100	7.169330	7.169280	7.142240	7.153590	7.137810	7.104540	7.155020	7.117390	7.122460	7.080150
Brazilian Real	2.535510	2.533690	2.539850	2.535050	2.547020	2.536360	2.522910	2.556560	2.549000	2.549670	2.557430
Brunei Dollar	2.250480	2.259040	2.264770	2.249970	2.262540	NA	NA	2.259440	2.256140	2.255000	2.263730
Canadian Dollar	1.965320	1.970490	1.970570	1.954110	1.961530	1.959340	1.941870	1.951830	1.938880	1.935010	1.946680
Chilean Peso	682.268000	682.328000	682.920000	681.538000	683.373000	681.310000	678.573000	681.394000	680.045000	679.962000	682.366000
Colombian Peso	2,919.040000	NA	2,923.510000	2,911.310000	2,916.400000	2,922.450000	2,903.730000	2,915.530000	2,900.700000	2,893.230000	2,908.080000
Czech Koruna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Danish Krone	10.345400	10.301800	10.311000	10.410000	10.324300	10.388300	10.469700	10.384800	10.466500	10.524900	10.406500
Hungarian Forint	367.291000	367.427000	367.830000	369.525000	366.292000	367.888000	371.539000	370.215000	371.562000	374.090000	369.663000
Icelandic Krona	110.620000	110.639000	110.565000	111.052000	111.031000	111.013000	111.236000	110.931000	111.418000	111.672000	111.311000
Indian Rupee	60.320200	60.336600	60.376600	60.169600	60.345700	60.073000	59.843000	NA	60.107700	60.006700	60.230400
Indonesian Rupiah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iranian Rial	NA	NA	NA	2,280.390000	2,273.050000	NA	NA	NA	2,270.840000	2,263.900000	2,263.000000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kuwaiti Dinar	0.397444	0.397855	NA	0.396737	0.398021	0.396272	0.394853	NA	0.395706	0.395551	0.397253
Libyan Dinar	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999	0.661999
Malaysian Ringgit	4.938950	4.939220	4.944640	4.928730	4.947430	4.922960	4.894590	4.923950	4.908870	4.906940	4.931600
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	96.179700	96.185300	96.289900	95.980300	96.344700	NA	NA	95.887400	NA	95.556600	NA
New Zealand Dollar	2.929620	2.920890	2.886150	NA	2.903890	2.903110	2.954590	2.964820	2.955750	2.970890	2.952540
Norwegian Krone	11.374700	11.371100	11.388400	11.463800	11.453600	11.508300	11.584900	11.528200	11.515700	11.494300	11.458400
Rial Omani	0.499745	0.499773	0.500320	0.498708	0.500603	0.498125	0.495258	0.498224	0.496699	0.496505	0.499000
Pakistani Rupee	NA	NA	NA	NA	NA	NA	NA	76.713000	76.478300	76.448500	76.986400
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	4.731020	4.731260	4.736440	4.721210	4.739110	4.715670	4.688520	4.716630	4.702190	4.700330	4.723960
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	4.867480	4.867740	4.873080	4.857390	4.875840	4.851710	4.823760	4.852670	4.837810	4.835920	4.860220
Singapore Dollar	2.250480	2.259040	2.264770	2.249970	2.262540	NA	NA	2.259440	2.256140	2.255000	2.263730
South African Rand	10.148900	10.291100	10.284200	10.212200	10.237900	10.193800	10.158200	10.229500	10.184000	10.164500	10.061100
Sri Lanka Rupee	105.458000	105.594000	105.645000	105.408000	110.839000	112.923000	115.406000	121.407000	120.089000	115.872000	NA
Swedish Krona	12.331200	12.312300	12.221700	12.318600	12.414200	12.365700	12.429700	12.445900	12.391700	12.428800	12.325800
Swiss Franc	2.128960	2.106710	2.109670	2.140240	2.118680	2.134750	2.150150	2.137120	2.142470	2.139820	2.134740
Thai Baht	NA	NA	56.126800	55.770000	56.147000	NA	55.387500	55.531800	55.160200	55.088200	55.244300
Trinidad And Tobago Dollar	8.150360	8.142860	8.146710	8.139280	8.164930	8.110300	8.070180	NA	8.094740	8.087540	8.131140
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.773250	4.773500	4.778740	4.763360	4.781440	4.757780	4.730370	4.758730	4.744170	4.742300	4.766130
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
