Currency units per SDR for April 1997
Currency	April 01, 1997	April 02, 1997	April 03, 1997	April 04, 1997	April 07, 1997	April 08, 1997	April 09, 1997	April 10, 1997	April 11, 1997	April 14, 1997	April 15, 1997
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,237.230000	1,243.700000	1,242.780000	1,238.680000	1,228.200000	1,225.200000	1,223.740000	1,225.780000	1,222.600000	1,217.340000	1,220.940000
Kuwaiti Dinar	0.419714	0.419933	0.420076	NA	0.417001	0.416035	0.416225	0.416603	NA	0.415451	0.415411
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	3.431220	3.438150	3.444830	3.417360	NA	NA	NA	3.432240	NA	3.425310	3.425690
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	79.031600	79.143400	79.102300	78.894200	78.375800	78.070600	78.047300	78.090000	77.991900	77.935500	77.851100
New Zealand Dollar	1.994230	1.990180	1.999180	1.998530	1.988840	1.988870	1.975360	1.979010	1.972540	1.969690	1.983280
Norwegian Krone	9.142060	9.318050	9.463710	9.386920	9.418010	9.557940	9.501700	9.534980	9.513430	9.501080	9.488740
Rial Omani	0.532836	0.533590	0.533313	0.531910	0.528415	0.526357	0.526200	0.526488	0.525827	0.525446	0.524877
Pakistani Rupee	55.736900	55.815700	55.786800	55.640000	55.274400	55.059200	55.042700	55.072900	55.003700	54.963900	54.904300
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	5.044280	5.051410	5.048790	5.035500	5.002420	4.982940	4.981450	4.984180	4.977920	4.974310	4.968930
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.189780	5.197120	5.194430	5.180760	5.146720	5.126680	5.125140	5.127950	5.121510	5.117800	5.112260
Singapore Dollar	1.997620	1.994200	1.991080	1.988330	1.976500	1.970590	1.975750	1.975190	1.965590	1.966900	1.969280
South African Rand	6.127270	6.137320	6.128590	6.109700	6.083290	6.070560	6.071480	6.106300	6.090430	6.091490	6.091710
Sri Lanka Rupee	80.413900	80.527700	80.596800	80.384800	79.997400	79.819500	79.887900	80.020700	79.920200	NA	NA
Swedish Krona	10.438500	10.535100	10.637100	10.506800	10.509900	10.508000	10.507600	10.527000	10.541200	10.434400	10.476400
Swiss Franc	1.999690	2.006130	1.993860	1.985150	2.010170	2.020280	2.015840	2.013530	2.007030	2.005170	2.009820
Thai Baht	35.975100	35.970500	35.979600	35.884900	NA	35.674600	35.691300	35.738200	35.652300	NA	NA
Trinidad And Tobago Dollar	NA	8.668030	8.650210	8.598950	8.557020	8.536300	8.521020	8.526100	8.534810	8.525620	8.503280
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.087240	5.094430	5.091790	5.078390	5.045020	5.025380	5.023870	5.026630	5.020310	5.016680	5.011250
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for April 1997 Continued

Currency	April 16, 1997	April 17, 1997	April 18, 1997	April 21, 1997	April 22, 1997	April 23, 1997	April 24, 1997	April 25, 1997	April 28, 1997	April 29, 1997	April 30, 1997
Chinese Yuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.326400
Euro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japanese Yen	172.442000	171.589000	172.507000	172.020000	172.043000	173.122000	172.444000	172.793000	173.054000	NA	173.217000
U.K. Pound Sterling	0.843438	0.839725	0.839606	0.841292	0.838088	0.838646	0.844305	0.843207	0.839872	0.840683	0.838057
U.S. Dollar	1.366960	1.367240	1.369650	1.373410	1.371950	1.370180	1.367520	1.369200	1.363700	1.363840	1.365530
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	1.762680	1.767600	1.766830	1.769170	1.768660	1.762290	1.764540	NA	1.755540	1.749630	1.748210
Bahrain Dinar	0.513977	0.514082	0.514988	0.516402	0.515853	0.515188	0.514188	0.514819	0.512751	0.512804	0.513439
Botswana Pula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brazilian Real	1.448700	1.449680	1.452510	NA	1.455640	1.455270	1.452990	1.454500	1.448790	1.448940	1.450880
Brunei Dollar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Canadian Dollar	1.910330	1.910440	1.916550	1.919480	1.914560	1.910030	1.904550	1.912090	1.908500	1.906100	1.907650
Chilean Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	571.679000
Colombian Peso	1,447.570000	1,445.050000	1,444.090000	1,444.040000	1,447.320000	1,449.160000	1,457.070000	1,460.620000	1,450.740000	1,451.130000	1,451.710000
Czech Koruna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Danish Krone	8.978190	8.995070	8.959570	8.912740	8.925220	8.951390	8.955200	NA	8.995650	8.992480	8.980410
Hungarian Forint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Icelandic Krona	97.737600	97.716600	97.669700	97.429700	97.504500	97.474600	NA	97.569200	97.654600	97.596400	97.608100
Indian Rupee	48.978200	48.947200	49.033500	49.126900	49.074700	49.011300	48.888800	48.948900	48.779500	48.784600	48.858700
Indonesian Rupiah	3,305.310000	3,305.990000	3,311.810000	3,320.910000	3,317.380000	3,313.100000	3,306.660000	3,310.730000	3,297.430000	3,297.770000	3,301.850000
Iranian Rial	2,392.320000	2,395.600000	NA	2,400.310000	2,406.900000	2,404.340000	2,401.240000	2,401.240000	2,399.520000	2,389.880000	2,390.130000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,223.980000	1,222.720000	1,223.650000	1,227.420000	1,225.290000	1,222.340000	1,220.650000	1,221.600000	1,217.240000	1,217.500000	1,218.190000
Kuwaiti Dinar	NA	NA	NA	0.416830	0.416565	0.416274	0.415630	NA	0.415083	0.415126	0.415244
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	3.433800	3.435870	NA	3.442450	3.438790	3.422020	3.421670	3.429850	3.428890	3.422560	3.428850
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.853900
Nepalese Rupee	77.957700	77.973700	78.111100	78.325600	78.242300	78.141400	77.989700	78.085500	77.771800	77.779800	77.876200
New Zealand Dollar	1.989750	1.988420	1.984420	1.983840	1.978010	1.978030	1.977610	NA	1.969240	1.966890	1.969330
Norwegian Krone	9.606310	9.636310	9.756700	9.650270	9.667450	9.648120	9.660850	9.676820	9.644770	9.673040	9.706190
Rial Omani	0.525596	0.525704	0.526630	0.528076	0.527515	0.526834	0.525811	0.526457	0.524343	0.524396	0.525046
Pakistani Rupee	54.979500	54.990800	55.087700	55.239000	55.180200	55.273900	55.166600	55.234300	55.012500	55.018100	55.086300
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.981700
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.319170
Qatar Riyal	4.975730	4.976750	4.985530	4.999210	4.993900	4.987460	4.977770	4.983890	4.963870	4.964380	4.970530
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.119270	5.120310	5.129340	5.143420	5.137950	5.131320	5.121360	5.127650	5.107060	5.107580	5.113910
Singapore Dollar	1.970610	1.970880	NA	1.979360	1.974920	1.979910	1.974700	1.977810	1.969860	1.970480	1.972510
South African Rand	6.095960	6.101310	6.097000	6.108240	6.101750	6.092510	6.076580	6.094990	NA	6.060220	6.073190
Sri Lanka Rupee	79.953500	79.969900	80.107400	80.323900	NA	80.244600	80.088800	80.255700	80.042400	80.050600	80.146400
Swedish Krona	10.525600	10.525000	10.562700	10.479100	10.466600	10.502400	10.478600	10.536000	NA	10.674800	10.666200
Swiss Franc	2.006150	2.010800	2.000780	1.995020	1.992620	2.005260	2.005470	1.999580	2.009410	2.009620	2.007330
Thai Baht	35.664000	35.657600	35.720500	35.791100	35.725600	35.734300	35.651200	35.708700	35.606200	35.609900	35.640300
Trinidad And Tobago Dollar	8.519850	8.518180	8.539630	8.547140	8.565630	8.543760	8.538790	8.540110	8.525990	8.517730	8.523090
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.018110	5.019140	5.027990	5.041790	5.036430	5.029930	5.020170	5.026330	5.006140	5.006660	5.012860
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
