Currency units per SDR for April 1996
Currency	April 01, 1996	April 02, 1996	April 03, 1996	April 04, 1996	April 05, 1996	April 08, 1996	April 09, 1996	April 10, 1996	April 11, 1996	April 12, 1996	April 15, 1996
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,141.490000	1,140.400000	1,138.530000	1,138.590000	NA	1,137.650000	1,134.950000	1,131.480000	NA	1,131.880000	1,130.990000
Kuwaiti Dinar	0.436397	0.436316	0.436523	0.436483	NA	0.436685	0.435402	0.434715	0.433946	NA	0.433696
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	3.692670	3.688340	3.692270	3.692820	3.686210	3.696080	3.684480	3.670350	3.642850	3.641920	3.630510
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	80.985000	80.970000	80.992200	81.017200	80.881700	81.043800	80.789500	80.511300	80.304700	80.395800	80.239700
New Zealand Dollar	2.137790	2.129900	2.139230	2.138950	NA	NA	2.132000	2.129660	2.130450	2.134120	2.134390
Norwegian Krone	9.374600	9.359740	9.365220	NA	NA	NA	9.349060	9.400960	9.394910	9.394710	9.414770
Rial Omani	0.560755	0.560651	0.560805	0.560978	0.560040	0.561162	0.559401	0.557475	0.556045	0.556675	0.555595
Pakistani Rupee	50.469800	50.460500	50.562100	50.577700	50.493100	50.594400	50.435600	50.261900	50.133000	50.189800	50.208300
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	5.308580	5.307590	5.309050	5.310690	5.301810	5.312430	5.295760	5.277530	5.263990	5.269960	5.259730
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.461710	5.460700	5.462190	5.463880	5.454740	5.465680	5.448530	5.429760	5.415830	5.421970	5.411450
Singapore Dollar	2.052990	2.050280	2.050980	2.050600	NA	2.051850	2.045270	2.044030	2.037050	2.039940	2.042910
South African Rand	5.822660	5.844910	5.972680	5.989110	NA	NA	6.023200	6.053210	6.023210	6.030050	6.090590
Sri Lanka Rupee	79.001500	78.986900	NA	78.996500	NA	79.037100	78.789000	78.546700	78.381300	NA	78.339600
Swedish Krona	9.696760	9.739000	9.691200	9.689090	NA	NA	9.728780	9.759070	9.727530	9.707430	9.742060
Swiss Franc	1.739140	1.738380	1.740320	1.746400	NA	NA	1.743960	1.758690	1.765750	1.768190	1.779780
Thai Baht	36.839200	36.832400	36.842500	36.839200	36.792200	NA	36.764800	36.681700	36.587600	NA	NA
Trinidad And Tobago Dollar	8.680400	8.664210	8.668040	8.667650	NA	NA	8.654060	8.621940	8.588400	8.604510	8.598930
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.353790	5.352800	5.354260	5.355920	5.346960	5.357680	5.340860	5.322470	5.308820	5.314840	5.304520
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for April 1996 Continued

Currency	April 16, 1996	April 17, 1996	April 18, 1996	April 19, 1996	April 22, 1996	April 23, 1996	April 24, 1996	April 25, 1996	April 26, 1996	April 29, 1996	April 30, 1996
Chinese Yuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.079100
Euro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japanese Yen	156.813000	156.699000	156.493000	155.085000	155.411000	154.595000	154.061000	153.945000	154.028000	NA	151.966000
U.K. Pound Sterling	0.957900	0.959440	0.958849	0.955909	0.957417	0.957031	0.955595	0.956638	0.957401	0.960595	0.961514
U.S. Dollar	1.445950	1.445300	1.447670	1.452790	1.448380	1.446840	1.446580	1.444140	1.444240	1.453380	1.450060
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	1.835660	1.839270	1.841120	NA	1.842960	1.833530	1.839960	NA	1.828150	1.846030	1.846270
Bahrain Dinar	0.543677	0.543433	0.544324	0.546249	0.544591	0.544012	0.543914	0.542997	0.543034	0.546471	0.545223
Botswana Pula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brazilian Real	1.430190	1.430120	1.432040	NA	1.434910	1.433530	1.433130	1.430850	1.431100	1.440880	1.438170
Brunei Dollar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Canadian Dollar	1.962300	1.960400	1.970860	1.977680	1.973130	1.970740	1.969950	1.970240	1.967920	1.980380	1.974110
Chilean Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	590.102000
Colombian Peso	1,519.300000	1,523.940000	1,525.890000	1,529.640000	1,526.000000	1,525.590000	1,526.590000	1,522.890000	1,522.650000	1,533.030000	1,535.470000
Czech Koruna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Danish Krone	8.417600	8.417430	8.405900	8.418190	8.474470	8.474140	8.484910	8.503820	8.526070	8.534250	8.535780
Hungarian Forint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Icelandic Krona	96.864200	96.849600	96.849100	96.857500	96.969000	96.952700	97.007700	NA	97.240700	97.274700	97.400500
Indian Rupee	49.509300	49.458200	49.553700	49.729000	49.607000	49.525300	49.487500	49.375100	49.508500	NA	50.056100
Indonesian Rupiah	3,382.080000	3,380.560000	3,387.550000	3,399.530000	3,389.210000	3,385.610000	3,386.440000	3,382.180000	3,382.410000	3,403.820000	3,396.040000
Iranian Rial	2,525.100000	2,526.800000	2,525.660000	2,525.660000	2,538.750000	2,531.040000	2,528.350000	2,527.900000	2,527.900000	2,523.810000	2,539.780000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,131.460000	1,130.370000	1,131.640000	1,133.900000	1,128.430000	1,126.940000	1,126.890000	1,124.840000	1,125.350000	1,132.330000	1,129.160000
Kuwaiti Dinar	0.433771	0.433576	0.434055	NA	0.434413	0.433951	0.433771	0.433372	NA	NA	NA
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	3.619650	3.607180	3.617000	3.627760	3.605740	3.607700	3.613990	3.609630	3.614930	NA	3.615000
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.802900
Nepalese Rupee	80.293600	80.257500	80.389100	80.673400	80.428500	80.343000	80.328600	80.193100	80.198600	80.706200	80.521800
New Zealand Dollar	2.127340	2.123570	2.117100	2.122410	2.113500	2.107870	2.122640	NA	2.116720	2.120480	2.114410
Norwegian Krone	9.410970	9.408180	9.399000	9.408990	9.456470	9.449310	9.454120	9.465620	9.492990	9.502200	9.519640
Rial Omani	0.555968	0.555718	0.556629	0.558598	0.556902	0.556310	0.556210	0.555272	0.555310	0.558825	0.557548
Pakistani Rupee	50.242000	50.219400	50.301800	50.479700	50.326400	50.272900	50.263900	50.309400	50.312800	50.631300	50.515600
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.948100
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.853970
Qatar Riyal	5.263260	5.260890	5.269520	5.288160	5.272100	5.266500	5.265550	5.256670	5.257030	5.290300	5.278220
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.415080	5.412650	5.421520	5.440700	5.424180	5.418420	5.417440	5.408300	5.408680	5.442910	5.430470
Singapore Dollar	2.040520	2.040040	2.038460	2.045820	2.041060	2.039030	2.038810	2.034940	2.033490	NA	2.039510
South African Rand	6.123600	6.120850	6.152600	6.196150	6.162860	6.127370	6.140730	6.347000	6.434090	6.344000	6.300510
Sri Lanka Rupee	78.388600	78.353300	78.474600	78.744800	78.531200	78.444000	78.430000	78.301300	78.324700	78.820400	78.629500
Swedish Krona	9.779680	9.763000	9.761490	NA	NA	9.711480	9.747780	9.756610	9.834550	9.813510	9.807770
Swiss Franc	1.776640	1.776270	1.777010	1.767900	1.779330	1.781490	1.785080	1.785680	1.786090	1.787660	1.795900
Thai Baht	36.597000	36.580500	36.626100	36.697500	36.629500	36.561600	36.555100	36.493400	36.510400	36.697800	36.585000
Trinidad And Tobago Dollar	8.591110	8.584790	8.600610	8.626090	8.601930	8.591910	8.584010	8.578050	8.583260	8.635400	8.600160
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.308080	5.305700	5.314400	5.333190	5.317000	5.311350	5.310400	5.301440	5.301810	5.335360	5.323170
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
