Currency units per SDR for April 2003
Currency	April 01, 2003	April 02, 2003	April 03, 2003	April 04, 2003	April 07, 2003	April 08, 2003	April 09, 2003	April 10, 2003	April 11, 2003	April 14, 2003	April 15, 2003
Mauritian Rupee	36.838500	37.060000	36.762700	36.670100	36.969500	37.004400	36.938700	37.047700	37.109100	37.014300	37.266000
Mexican Peso	14.527600	NA	NA	NA	14.508700	14.435100	14.374800	14.338800	14.385100	14.231300	14.254300
Nepalese Rupee	106.080000	106.509000	106.336000	NA	106.645000	106.485000	106.853000	106.615000	106.974000	106.704000	107.343000
New Zealand Dollar	2.471750	2.463520	NA	NA	2.474630	2.448890	2.489310	NA	2.485400	2.470230	2.471270
Norwegian Krone	9.897170	NA	NA	NA	9.834580	9.828490	9.799980	9.785690	9.702140	9.756950	9.744970
Rial Omani	0.525851	0.527980	0.527120	0.525688	0.528653	0.527860	0.529683	0.528508	0.530282	0.528947	0.532113
Pakistani Rupee	79.062600	79.383400	79.219800	79.004500	79.450200	79.331100	79.604500	79.407300	79.674300	79.472900	79.949500
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	5.412080	5.380050	5.365670	NA	5.373140	5.339000	5.367480	5.346650	5.348770	5.357560	5.315050
Qatar Riyal	4.978150	4.998300	4.990170	4.976610	5.004680	4.997180	5.014420	5.003300	5.020110	5.007460	5.037450
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.128570	5.149360	5.140970	5.127000	5.155910	5.148190	5.165960	5.154480	5.171810	5.158760	5.189680
Singapore Dollar	2.433950	2.428850	NA	2.417890	2.442660	2.438870	2.451550	2.448590	2.458880	2.441000	2.455200
South African Rand	10.503300	10.408600	NA	NA	10.373700	10.330700	10.042600	9.979040	NA	NA	10.047200
Sri Lanka Rupee	NA	133.264000	NA	NA	133.447000	133.208000	133.590000	133.294000	133.757000	133.432000	134.332000
Swedish Krona	11.556400	11.510500	NA	NA	11.542400	11.432400	11.378900	11.370800	11.398700	11.480000	11.341200
Swiss Franc	1.893880	1.888240	NA	NA	1.885000	1.891370	1.883160	NA	1.877990	1.891140	1.882260
Thai Baht	58.671000	58.702700	58.608400	58.362800	58.799300	58.672700	58.938600	58.993600	59.245600	58.982100	59.295100
Trinidad And Tobago Dollar	8.585090	8.588560	NA	NA	8.615560	8.597640	8.624930	8.587520	8.638560	NA	8.663710
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.022580	5.042940	NA	5.021040	5.049360	5.041800	5.059190	5.047960	5.064930	5.052160	5.082410
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
